u,v,w,x,y
22,10764,65.95,37.211660203337715,36.40244299103479
23,25069,29.97,5.050066530252318,44.699842942839865
23,9527,36.06,5.050066530252318,44.699842942839865
23,23790,69.89,5.050066530252318,44.699842942839865
24,23972,63.59,93.70655013098111,80.0535118803945
24,205,82.8,93.70655013098111,80.0535118803945
24,33956,47.64,93.70655013098111,80.0535118803945
25,6349,50.84,75.0319564064427,28.659255119283166
25,37180,3.46,75.0319564064427,28.659255119283166
25,32710,36.89,75.0319564064427,28.659255119283166
26,24219,50.89,76.86488817170027,47.919638060120064
26,9623,45.96,76.86488817170027,47.919638060120064
26,45527,75.29,76.86488817170027,47.919638060120064
27,16919,57.89,10.3035547425537,2.8005172490814245
27,49637,45.37,10.3035547425537,2.8005172490814245
27,37740,69.98,10.3035547425537,2.8005172490814245
28,10831,69.57,8.683004068972622,38.00180094087765
28,21016,57.34,8.683004068972622,38.00180094087765
28,48029,43.83,8.683004068972622,38.00180094087765
29,2220,71.19,44.74756312251388,67.37696753767007
29,12442,50.5,44.74756312251388,67.37696753767007
29,18302,55.58,44.74756312251388,67.37696753767007
30,19309,80.96,3.030327820701606,39.27367390400814
30,17786,98.45,3.030327820701606,39.27367390400814
30,1765,95.59,3.030327820701606,39.27367390400814
31,47286,12.04,15.608099319561742,58.72046737891724
31,37337,72.16,15.608099319561742,58.72046737891724
31,11228,36.09,15.608099319561742,58.72046737891724
32,13003,32.28,65.92552863161929,17.734808111174548
32,38310,42.06,65.92552863161929,17.734808111174548
32,25178,45.24,65.92552863161929,17.734808111174548
33,48547,11.42,92.47960670670254,32.191721853339715
33,16998,90.17,92.47960670670254,32.191721853339715
33,3603,67.88,92.47960670670254,32.191721853339715
34,27623,43.97,41.351401854293634,66.19513222891574
34,26119,44.58,41.351401854293634,66.19513222891574
34,41807,46.41,41.351401854293634,66.19513222891574
35,15097,18.33,80.04697240252618,79.48266419294184
35,12116,18.29,80.04697240252618,79.48266419294184
35,24888,32.52,80.04697240252618,79.48266419294184
36,33163,45.78,47.510433672258564,69.06460591237074
36,43750,39.24,47.510433672258564,69.06460591237074
36,19827,42.63,47.510433672258564,69.06460591237074
37,17969,65.72,21.27752416043873,45.52910213531841
37,12874,55.49,21.27752416043873,45.52910213531841
37,4651,81.27,21.27752416043873,45.52910213531841
38,533,77.83,4.5132993591425645,7.206214209232864
38,13239,86.48,4.5132993591425645,7.206214209232864
38,41508,43.51,4.5132993591425645,7.206214209232864
39,8783,27.74,73.54476735605101,26.8676440353128
39,5123,19.54,73.54476735605101,26.8676440353128
39,18827,65.98,73.54476735605101,26.8676440353128
40,8102,60.97,16.58511055021584,59.527627789191726
40,49328,15.74,16.58511055021584,59.527627789191726
40,29722,83.47,16.58511055021584,59.527627789191726
41,819,94.77,0.04879693216941483,26.49073478846352
41,30188,87.25,0.04879693216941483,26.49073478846352
41,7026,84.55,0.04879693216941483,26.49073478846352
42,2933,51.28,41.6103024168746,72.15850195232491
42,35646,66.85,41.6103024168746,72.15850195232491
42,49592,8.18,41.6103024168746,72.15850195232491
43,4638,71.5,0.3317426050781891,39.37480121696482
43,36128,53.45,0.3317426050781891,39.37480121696482
43,12067,15.86,0.3317426050781891,39.37480121696482
44,39341,56.06,39.45144126792171,56.33743280931608
44,32717,40.45,39.45144126792171,56.33743280931608
44,2824,41.5,39.45144126792171,56.33743280931608
45,57,64.87,12.922364422195287,69.04421069294598
45,3950,53.99,12.922364422195287,69.04421069294598
45,38320,90.39,12.922364422195287,69.04421069294598
46,33703,44.07,50.03626038183378,0.4754598025572099
46,20176,60.43,50.03626038183378,0.4754598025572099
46,31776,42.69,50.03626038183378,0.4754598025572099
47,42372,68.54,34.57150854050995,3.5756737224100443
47,47012,64.45,34.57150854050995,3.5756737224100443
47,7503,88.35,34.57150854050995,3.5756737224100443
48,35761,57.78,69.00740442599452,91.69024032659466
48,21607,58.22,69.00740442599452,91.69024032659466
48,46063,28.22,69.00740442599452,91.69024032659466
49,545,73.54,55.43045449257799,16.334243613057296
49,31234,44.17,55.43045449257799,16.334243613057296
49,21293,62.85,55.43045449257799,16.334243613057296
50,22938,108.19,4.434824234462487,73.6942020702285
50,42688,9.59,4.434824234462487,73.6942020702285
50,43400,97.83,4.434824234462487,73.6942020702285
51,8484,47.3,57.247393060301555,20.626842706035408
51,335,16.55,57.247393060301555,20.626842706035408
51,26150,19.54,57.247393060301555,20.626842706035408
52,45039,43.32,78.83944544064121,93.77287097705043
52,41194,96.02,78.83944544064121,93.77287097705043
52,32517,16.85,78.83944544064121,93.77287097705043
53,48543,44.28,84.9991213350524,21.854218967317895
53,2394,67.73,84.9991213350524,21.854218967317895
53,9302,82.88,84.9991213350524,21.854218967317895
54,33862,53.05,27.516058725316917,42.15812806544859
54,24829,13.53,27.516058725316917,42.15812806544859
54,1565,37.84,27.516058725316917,42.15812806544859
55,2829,51.09,98.77063566802502,29.21004714008938
55,3117,46.65,98.77063566802502,29.21004714008938
55,49570,52.11,98.77063566802502,29.21004714008938
56,43111,88.08,92.59834597122419,93.93438733181793
56,38358,64.77,92.59834597122419,93.93438733181793
56,12126,63.14,92.59834597122419,93.93438733181793
57,2052,37.91,35.8706991065618,8.368507290118854
57,46875,74.27,35.8706991065618,8.368507290118854
57,44415,85.92,35.8706991065618,8.368507290118854
58,49471,19.77,27.936648122328446,18.407994933286385
58,14724,51.82,27.936648122328446,18.407994933286385
58,32135,81.86,27.936648122328446,18.407994933286385
59,17155,39.42,18.825428625136954,51.41038961578014
59,26632,47.43,18.825428625136954,51.41038961578014
59,9500,74.14,18.825428625136954,51.41038961578014
60,29400,50.67,74.15405974950838,66.16715295157681
60,24212,21.8,74.15405974950838,66.16715295157681
60,20138,42.66,74.15405974950838,66.16715295157681
61,43587,33.88,87.44780764834124,29.293039033184076
61,10525,41.28,87.44780764834124,29.293039033184076
61,4203,87.73,87.44780764834124,29.293039033184076
62,11491,22.63,70.55493506224056,16.68654944581919
62,47611,63.41,70.55493506224056,16.68654944581919
62,24850,65.3,70.55493506224056,16.68654944581919
63,5778,80.82,15.302737426848578,95.87861703546761
63,25218,40.16,15.302737426848578,95.87861703546761
63,22325,92.54,15.302737426848578,95.87861703546761
64,44093,99.93,15.833719793090506,72.33450250092324
64,15346,15.63,15.833719793090506,72.33450250092324
64,33991,33.63,15.833719793090506,72.33450250092324
65,28872,25.4,48.50709331336276,37.61083964422346
65,10786,10.54,48.50709331336276,37.61083964422346
65,9779,65.67,48.50709331336276,37.61083964422346
66,21665,54.64,53.34436117089385,75.89718925529272
66,7157,27.88,53.34436117089385,75.89718925529272
66,15054,23.64,53.34436117089385,75.89718925529272
67,12408,33.14,73.05930781021299,51.1242674252938
67,20422,50.97,73.05930781021299,51.1242674252938
67,11637,26.08,73.05930781021299,51.1242674252938
68,635,7.96,57.95697573453995,12.428831621609614
68,376,67.32,57.95697573453995,12.428831621609614
68,7030,36.52,57.95697573453995,12.428831621609614
69,33049,19.09,79.11601091538904,24.060723750926062
69,24649,32.03,79.11601091538904,24.060723750926062
69,22011,24.82,79.11601091538904,24.060723750926062
70,10930,28.62,65.78720724255862,58.29711381957541
70,28923,39.62,65.78720724255862,58.29711381957541
70,41331,26.79,65.78720724255862,58.29711381957541
71,42912,89.7,84.46791023756431,29.029394284353227
71,42380,32.7,84.46791023756431,29.029394284353227
71,42360,61.48,84.46791023756431,29.029394284353227
72,3343,64.84,36.69805288933489,4.711352513425904
72,35673,39.47,36.69805288933489,4.711352513425904
72,30922,92.55,36.69805288933489,4.711352513425904
73,4147,63.69,57.03752220698157,72.73949649251975
73,28925,36.73,57.03752220698157,72.73949649251975
73,2600,20.27,57.03752220698157,72.73949649251975
74,40557,45.1,59.84570331410472,10.71876571194299
74,37023,63.79,59.84570331410472,10.71876571194299
74,2825,63.3,59.84570331410472,10.71876571194299
75,30830,77.27,36.32943277407323,83.95671368425809
75,24598,26.17,36.32943277407323,83.95671368425809
75,39615,56.21,36.32943277407323,83.95671368425809
76,44401,70.27,38.34673409324974,17.217040248615746
76,18143,5.19,38.34673409324974,17.217040248615746
76,34055,55.22,38.34673409324974,17.217040248615746
77,47028,44.62,26.29655137423508,4.807102957415199
77,21414,29.24,26.29655137423508,4.807102957415199
77,44244,69.48,26.29655137423508,4.807102957415199
78,30396,42.95,28.29738135252636,48.666418336615095
78,22804,24.25,28.29738135252636,48.666418336615095
78,22914,44.16,28.29738135252636,48.666418336615095
79,1319,101.58,3.1511524067473706,58.462448105943366
79,12716,102.32,3.1511524067473706,58.462448105943366
79,33202,51.48,3.1511524067473706,58.462448105943366
80,47715,18.06,69.25533515082579,32.08545848945192
80,35261,77.13,69.25533515082579,32.08545848945192
80,9970,9.81,69.25533515082579,32.08545848945192
81,36288,64.63,79.06580300358264,12.35097634021296
81,4045,74.85,79.06580300358264,12.35097634021296
81,27147,78.72,79.06580300358264,12.35097634021296
82,46939,26.74,76.4987191217841,27.320539493049722
82,11789,14.53,76.4987191217841,27.320539493049722
82,38776,49.64,76.4987191217841,27.320539493049722
83,18079,43.6,25.183439450758684,59.840339241527786
83,46475,15.65,25.183439450758684,59.840339241527786
83,17611,28.95,25.183439450758684,59.840339241527786
84,42862,97.21,87.90858988014467,86.6607488143589
84,49321,35.78,87.90858988014467,86.6607488143589
84,28245,91.37,87.90858988014467,86.6607488143589
85,7460,68.85,3.469099250862162,74.63528036622128
85,14296,84.71,3.469099250862162,74.63528036622128
85,9130,61.21,3.469099250862162,74.63528036622128
86,25678,97.42,91.16895537111047,42.430970110980596
86,36553,16.76,91.16895537111047,42.430970110980596
86,46314,23.47,91.16895537111047,42.430970110980596
87,29009,82.5,14.606887063349705,41.00339948324788
87,16650,22.59,14.606887063349705,41.00339948324788
87,40932,80.86,14.606887063349705,41.00339948324788
88,43826,7.44,74.40246148935329,84.49276631359997
88,39819,51.0,74.40246148935329,84.49276631359997
88,26405,51.64,74.40246148935329,84.49276631359997
89,29678,17.09,45.20180588515529,28.087624429292546
89,31988,42.01,45.20180588515529,28.087624429292546
89,21781,49.58,45.20180588515529,28.087624429292546
90,8167,74.88,31.44569850477188,92.5403856933259
90,19418,91.94,31.44569850477188,92.5403856933259
90,8702,41.64,31.44569850477188,92.5403856933259
91,22450,7.95,47.31519521799859,19.24089253378525
91,41551,38.1,47.31519521799859,19.24089253378525
91,12299,26.72,47.31519521799859,19.24089253378525
92,12845,46.05,43.63837601213424,59.17497314464717
92,5118,17.63,43.63837601213424,59.17497314464717
92,18747,43.06,43.63837601213424,59.17497314464717
93,41440,39.16,65.18777982463037,66.62088965884114
93,13257,63.92,65.18777982463037,66.62088965884114
93,43838,65.95,65.18777982463037,66.62088965884114
94,49631,10.77,39.363750303527034,64.26831084681959
94,40388,40.5,39.363750303527034,64.26831084681959
94,41007,46.23,39.363750303527034,64.26831084681959
95,15412,58.88,40.062675088674624,58.03584895856929
95,4000,29.77,40.062675088674624,58.03584895856929
95,32096,60.12,40.062675088674624,58.03584895856929
96,46866,43.47,65.60801063301126,77.20607793046813
96,30152,31.67,65.60801063301126,77.20607793046813
96,8692,25.37,65.60801063301126,77.20607793046813
97,22691,27.54,77.14743733251798,89.84075445197844
97,28000,51.42,77.14743733251798,89.84075445197844
97,26503,56.09,77.14743733251798,89.84075445197844
98,3187,21.19,4.127873901263057,40.25428887243373
98,20824,45.02,4.127873901263057,40.25428887243373
98,42450,8.55,4.127873901263057,40.25428887243373
99,10988,31.03,47.431458725116684,40.975228316310485
99,14509,53.17,47.431458725116684,40.975228316310485
99,34729,16.29,47.431458725116684,40.975228316310485
100,27884,84.45,13.589013903511592,6.644822196297129
100,43023,98.68,13.589013903511592,6.644822196297129
100,33329,2.87,13.589013903511592,6.644822196297129
101,299,41.33,54.80475757310871,59.22216153057944
101,42765,34.87,54.80475757310871,59.22216153057944
101,15826,32.06,54.80475757310871,59.22216153057944
102,46763,38.65,79.62373189923814,28.932005780043756
102,23672,56.4,79.62373189923814,28.932005780043756
102,48710,87.11,79.62373189923814,28.932005780043756
103,18553,15.09,60.84584329486062,51.148832330464785
103,11453,55.04,60.84584329486062,51.148832330464785
103,25690,41.1,60.84584329486062,51.148832330464785
104,4772,50.44,42.855426369965954,83.2957856474345
104,32508,50.6,42.855426369965954,83.2957856474345
104,48407,54.56,42.855426369965954,83.2957856474345
105,29846,78.1,47.908228968164224,83.62920769258048
105,35175,13.98,47.908228968164224,83.62920769258048
105,34347,46.03,47.908228968164224,83.62920769258048
106,45197,84.32,10.087416267366656,92.05595856011573
106,14003,36.88,10.087416267366656,92.05595856011573
106,14758,85.01,10.087416267366656,92.05595856011573
107,47807,40.97,9.464368009239632,42.78515483177817
107,40900,81.83,9.464368009239632,42.78515483177817
107,39858,18.97,9.464368009239632,42.78515483177817
108,20060,79.75,74.1933437593128,61.04077063610761
108,10067,69.64,74.1933437593128,61.04077063610761
108,42640,79.01,74.1933437593128,61.04077063610761
109,7726,11.29,15.274835792581376,46.40650943469281
109,46721,15.21,15.274835792581376,46.40650943469281
109,8076,18.68,15.274835792581376,46.40650943469281
110,8272,45.82,77.39955756560094,85.23480202013961
110,5420,61.27,77.39955756560094,85.23480202013961
110,31879,79.75,77.39955756560094,85.23480202013961
111,22590,68.95,0.5678033635367563,49.52659673406507
111,35430,28.05,0.5678033635367563,49.52659673406507
111,27802,73.81,0.5678033635367563,49.52659673406507
112,21777,100.23,73.5945105761083,97.33759790137472
112,41888,59.33,73.5945105761083,97.33759790137472
112,38529,65.45,73.5945105761083,97.33759790137472
113,2408,83.41,24.396886275582773,16.359690231636947
113,48133,20.4,24.396886275582773,16.359690231636947
113,38389,0.68,24.396886275582773,16.359690231636947
114,38566,104.3,87.63911765300084,3.602197614863767
114,32761,32.58,87.63911765300084,3.602197614863767
114,37101,80.99,87.63911765300084,3.602197614863767
115,12311,100.39,99.96775938232874,98.51062083539036
115,22615,137.24,99.96775938232874,98.51062083539036
115,40967,62.71,99.96775938232874,98.51062083539036
116,46588,87.85,45.738336394859466,93.40523479501061
116,31974,55.55,45.738336394859466,93.40523479501061
116,49696,55.22,45.738336394859466,93.40523479501061
117,42717,49.54,66.51458027133347,59.140807373337225
117,41122,54.7,66.51458027133347,59.140807373337225
117,3094,41.81,66.51458027133347,59.140807373337225
118,36782,40.36,88.39136746508626,10.228380232064138
118,4581,29.27,88.39136746508626,10.228380232064138
118,46978,10.05,88.39136746508626,10.228380232064138
119,9739,70.94,73.67969378404453,68.49044385186633
119,43772,44.38,73.67969378404453,68.49044385186633
119,13492,75.38,73.67969378404453,68.49044385186633
120,35688,58.91,86.9732398433464,1.3303484849116476
120,27648,50.18,86.9732398433464,1.3303484849116476
120,19397,64.1,86.9732398433464,1.3303484849116476
121,7531,90.42,97.85285743051124,79.92205278190183
121,11553,32.37,97.85285743051124,79.92205278190183
121,24066,68.49,97.85285743051124,79.92205278190183
122,11549,6.9,1.186273478057831,39.21199514090969
122,2202,62.24,1.186273478057831,39.21199514090969
122,26396,87.14,1.186273478057831,39.21199514090969
123,19487,89.09,3.6470091192206677,96.32914349965478
123,28470,65.74,3.6470091192206677,96.32914349965478
123,1534,90.41,3.6470091192206677,96.32914349965478
124,44160,88.46,73.14664943858682,66.78120827077575
124,24560,59.1,73.14664943858682,66.78120827077575
124,15980,46.45,73.14664943858682,66.78120827077575
125,9201,89.77,34.80446721537563,29.900052140759726
125,35309,37.91,34.80446721537563,29.900052140759726
125,30000,66.8,34.80446721537563,29.900052140759726
126,36442,28.28,33.40127356157131,41.81231616973091
126,17604,55.32,33.40127356157131,41.81231616973091
126,19336,48.74,33.40127356157131,41.81231616973091
127,49373,15.96,56.252240600424884,43.02918947166895
127,31264,48.51,56.252240600424884,43.02918947166895
127,24898,24.05,56.252240600424884,43.02918947166895
128,6757,35.76,43.25248208347537,61.35602941012155
128,37545,58.63,43.25248208347537,61.35602941012155
128,32982,50.6,43.25248208347537,61.35602941012155
129,19808,64.73,17.751252375567837,61.193264240035575
129,22670,24.46,17.751252375567837,61.193264240035575
129,7211,38.93,17.751252375567837,61.193264240035575
130,45394,53.61,94.4977900708638,29.612080659970765
130,13374,18.18,94.4977900708638,29.612080659970765
130,11288,25.16,94.4977900708638,29.612080659970765
131,27831,98.55,95.16725932917844,2.69859622859151
131,33229,26.86,95.16725932917844,2.69859622859151
131,42197,56.68,95.16725932917844,2.69859622859151
132,19723,45.79,14.70399227028748,64.6096476905179
132,30889,27.45,14.70399227028748,64.6096476905179
132,42010,57.54,14.70399227028748,64.6096476905179
133,39956,94.73,89.05924756257208,6.372128524757159
133,13526,52.47,89.05924756257208,6.372128524757159
133,11694,59.03,89.05924756257208,6.372128524757159
134,12,39.18,59.44139871524895,13.932743670752746
134,22726,46.87,59.44139871524895,13.932743670752746
134,41520,25.31,59.44139871524895,13.932743670752746
135,46923,61.13,9.931005165435103,35.897992535793186
135,455,44.83,9.931005165435103,35.897992535793186
135,36025,22.85,9.931005165435103,35.897992535793186
136,25563,85.47,39.02307828524134,99.83675630321247
136,37872,94.28,39.02307828524134,99.83675630321247
136,24237,78.35,39.02307828524134,99.83675630321247
137,32023,38.67,57.59234320613281,3.995679060352475
137,31207,10.99,57.59234320613281,3.995679060352475
137,2263,27.37,57.59234320613281,3.995679060352475
138,25240,60.51,39.11682461011225,30.941079553441686
138,846,48.36,39.11682461011225,30.941079553441686
138,27475,73.31,39.11682461011225,30.941079553441686
139,46116,82.7,13.046764276093835,61.80548129775304
139,46853,18.94,13.046764276093835,61.80548129775304
139,45286,24.47,13.046764276093835,61.80548129775304
140,1136,19.24,50.15923661677449,19.514577488813146
140,2609,19.97,50.15923661677449,19.514577488813146
140,33326,44.13,50.15923661677449,19.514577488813146
141,35140,49.3,89.36112571876222,62.97842634319921
141,8438,67.12,89.36112571876222,62.97842634319921
141,45114,31.15,89.36112571876222,62.97842634319921
142,39984,56.5,8.761377723461939,25.30063845027878
142,12995,13.47,8.761377723461939,25.30063845027878
142,4599,56.02,8.761377723461939,25.30063845027878
143,49276,22.45,45.192670098511215,63.43255086543164
143,6838,49.94,45.192670098511215,63.43255086543164
143,14399,71.17,45.192670098511215,63.43255086543164
144,20858,47.19,32.130811542281734,45.572398285746
144,2371,39.48,32.130811542281734,45.572398285746
144,11856,32.63,32.130811542281734,45.572398285746
145,25714,56.05,27.818541805754236,48.197575635573955
145,12401,9.76,27.818541805754236,48.197575635573955
145,15514,59.18,27.818541805754236,48.197575635573955
146,30695,45.41,41.59230214679119,44.80120817411489
146,43079,56.93,41.59230214679119,44.80120817411489
146,48405,78.38,41.59230214679119,44.80120817411489
147,41344,25.1,9.657118514232721,78.02037590746495
147,20592,26.36,9.657118514232721,78.02037590746495
147,24995,76.36,9.657118514232721,78.02037590746495
148,29530,26.75,18.742070138339074,84.48973549669734
148,13602,64.4,18.742070138339074,84.48973549669734
148,38335,89.28,18.742070138339074,84.48973549669734
149,18549,55.15,67.70828156951086,79.44932232371427
149,46369,82.89,67.70828156951086,79.44932232371427
149,17404,63.04,67.70828156951086,79.44932232371427
150,42006,65.7,61.18622249050838,54.77949449567557
150,39544,36.95,61.18622249050838,54.77949449567557
150,15197,27.61,61.18622249050838,54.77949449567557
151,49149,37.07,83.01298045019774,76.49730514573389
151,20730,82.27,83.01298045019774,76.49730514573389
151,21605,109.13,83.01298045019774,76.49730514573389
152,39355,42.92,52.55617386837541,2.775192766489809
152,28879,19.76,52.55617386837541,2.775192766489809
152,8985,94.36,52.55617386837541,2.775192766489809
153,36565,17.46,65.30127604399533,14.778076283630648
153,30351,47.96,65.30127604399533,14.778076283630648
153,6100,10.95,65.30127604399533,14.778076283630648
154,9870,12.33,61.79139131353075,72.14998640388293
154,32577,37.88,61.79139131353075,72.14998640388293
154,1429,14.11,61.79139131353075,72.14998640388293
155,2118,32.82,1.6803091835452366,85.01348053148243
155,25149,42.69,1.6803091835452366,85.01348053148243
155,41952,67.19,1.6803091835452366,85.01348053148243
156,14974,91.85,9.926299493859558,33.560580203798615
156,19373,89.6,9.926299493859558,33.560580203798615
156,48530,75.81,9.926299493859558,33.560580203798615
157,15996,52.69,76.53133186466614,46.31346557173781
157,9176,42.9,76.53133186466614,46.31346557173781
157,36706,64.71,76.53133186466614,46.31346557173781
158,48602,51.9,97.61967766402238,57.477499321879364
158,40386,31.38,97.61967766402238,57.477499321879364
158,25882,9.85,97.61967766402238,57.477499321879364
159,38,119.61,84.22024454460934,96.38804992005879
159,30233,41.63,84.22024454460934,96.38804992005879
159,26339,53.02,84.22024454460934,96.38804992005879
160,13637,67.53,99.99856512669598,51.02611751939119
160,44646,54.35,99.99856512669598,51.02611751939119
160,26664,73.66,99.99856512669598,51.02611751939119
161,43002,75.09,41.32039271290069,80.04931109309193
161,37446,60.13,41.32039271290069,80.04931109309193
161,9620,40.83,41.32039271290069,80.04931109309193
162,17390,25.02,56.73308246186431,14.426364456795326
162,45168,70.72,56.73308246186431,14.426364456795326
162,35900,47.52,56.73308246186431,14.426364456795326
163,12581,53.16,34.28167564933759,40.7027274409818
163,18098,34.07,34.28167564933759,40.7027274409818
163,1840,29.33,34.28167564933759,40.7027274409818
164,6293,64.87,20.937930950595906,72.82764225312657
164,8603,47.73,20.937930950595906,72.82764225312657
164,14319,59.48,20.937930950595906,72.82764225312657
165,25162,69.83,41.266259795735614,45.39996177983509
165,40165,58.72,41.266259795735614,45.39996177983509
165,2506,59.31,41.266259795735614,45.39996177983509
166,27144,3.99,10.105712570389148,78.15689501878809
166,10747,17.44,10.105712570389148,78.15689501878809
166,39947,70.21,10.105712570389148,78.15689501878809
167,462,31.79,23.65490779443702,70.88453408195379
167,32191,61.35,23.65490779443702,70.88453408195379
167,15902,69.43,23.65490779443702,70.88453408195379
168,25513,77.53,17.68458163484965,64.21803193339105
168,44328,44.61,17.68458163484965,64.21803193339105
168,26964,31.49,17.68458163484965,64.21803193339105
169,36694,32.63,67.22981502082341,72.57217135621949
169,25923,33.52,67.22981502082341,72.57217135621949
169,47787,34.96,67.22981502082341,72.57217135621949
170,14332,58.64,81.9246120507645,48.671492083056336
170,30995,67.11,81.9246120507645,48.671492083056336
170,20386,3.71,81.9246120507645,48.671492083056336
171,29642,39.64,18.473630456440983,74.55865705214292
171,24048,23.76,18.473630456440983,74.55865705214292
171,6483,73.96,18.473630456440983,74.55865705214292
172,23524,68.68,68.41418292440538,90.68145262356705
172,12726,58.39,68.41418292440538,90.68145262356705
172,26737,54.65,68.41418292440538,90.68145262356705
173,1193,94.95,62.95523974388346,2.0113240799836007
173,40574,83.33,62.95523974388346,2.0113240799836007
173,8112,31.97,62.95523974388346,2.0113240799836007
174,33536,62.36,19.10339810691205,95.14594036713105
174,24581,83.16,19.10339810691205,95.14594036713105
174,18843,24.2,19.10339810691205,95.14594036713105
175,13589,59.87,44.63487730322859,88.11949742015602
175,26870,85.95,44.63487730322859,88.11949742015602
175,21835,62.53,44.63487730322859,88.11949742015602
176,12021,23.6,61.65184160989161,9.398754066069836
176,9788,73.3,61.65184160989161,9.398754066069836
176,31365,63.4,61.65184160989161,9.398754066069836
177,7051,36.27,19.32286677960775,37.422228170670834
177,11113,74.99,19.32286677960775,37.422228170670834
177,5430,9.12,19.32286677960775,37.422228170670834
178,3589,13.02,89.70570028520414,57.129752550074656
178,18032,88.77,89.70570028520414,57.129752550074656
178,28902,72.13,89.70570028520414,57.129752550074656
179,32369,30.89,49.958553266273,64.66091121236866
179,192,28.42,49.958553266273,64.66091121236866
179,27376,46.31,49.958553266273,64.66091121236866
180,46664,82.45,14.017183391663512,12.403638553197617
180,22937,68.04,14.017183391663512,12.403638553197617
180,28918,15.88,14.017183391663512,12.403638553197617
181,44908,54.93,38.020945694039824,6.377518737883825
181,43410,15.82,38.020945694039824,6.377518737883825
181,33851,58.1,38.020945694039824,6.377518737883825
182,42609,75.38,17.83244612038708,67.77940257038371
182,47827,24.13,17.83244612038708,67.77940257038371
182,15793,66.07,17.83244612038708,67.77940257038371
183,27855,62.63,89.60314550228998,62.61642093073546
183,18894,81.93,89.60314550228998,62.61642093073546
183,29659,49.34,89.60314550228998,62.61642093073546
184,41644,86.54,75.68988787515903,46.91256750511022
184,36608,16.07,75.68988787515903,46.91256750511022
184,27608,55.75,75.68988787515903,46.91256750511022
185,31407,79.74,89.114354870841,65.56416503806507
185,25989,86.46,89.114354870841,65.56416503806507
185,34951,83.05,89.114354870841,65.56416503806507
