u,v,w,x,y
42,5040,40.5,89.00852319834881,40.17614506418131
43,41126,66.09,19.775237172321546,4.2346424170424335
43,32049,51.82,19.775237172321546,4.2346424170424335
43,46332,88.74,19.775237172321546,4.2346424170424335
44,12649,31.37,76.53332330297356,30.385343274813557
44,34178,17.37,76.53332330297356,30.385343274813557
44,21748,40.53,76.53332330297356,30.385343274813557
45,78750,51.97,18.960479380991035,29.987272681414222
45,3370,71.13,18.960479380991035,29.987272681414222
45,75375,81.83,18.960479380991035,29.987272681414222
46,28489,57.76,99.87215047545634,57.84112825733616
46,7503,24.63,99.87215047545634,57.84112825733616
46,48957,61.15,99.87215047545634,57.84112825733616
47,76253,56.29,8.438791225368059,71.45530929633269
47,71610,64.08,8.438791225368059,71.45530929633269
47,74140,47.42,8.438791225368059,71.45530929633269
48,44574,1.99,26.955485484642992,93.35573079821316
48,62605,90.22,26.955485484642992,93.35573079821316
48,81062,88.12,26.955485484642992,93.35573079821316
49,29935,42.79,43.64050270700929,63.71843682456729
49,59914,18.0,43.64050270700929,63.71843682456729
49,91479,65.92,43.64050270700929,63.71843682456729
50,64562,29.49,77.78368176082074,75.24518747441144
50,1948,2.59,77.78368176082074,75.24518747441144
50,92290,55.35,77.78368176082074,75.24518747441144
51,78767,82.55,51.10858120394053,13.792857642686506
51,49941,53.5,51.10858120394053,13.792857642686506
51,68376,49.12,51.10858120394053,13.792857642686506
52,6920,53.34,91.7615863225686,2.005479827565959
52,97167,91.11,91.7615863225686,2.005479827565959
52,97922,100.28,91.7615863225686,2.005479827565959
53,35815,84.46,5.988868996797003,29.652253207824607
53,46241,53.59,5.988868996797003,29.652253207824607
53,30769,62.69,5.988868996797003,29.652253207824607
54,62511,76.77,82.53172309386639,82.1754931259494
54,64027,40.49,82.53172309386639,82.1754931259494
54,61895,82.98,82.53172309386639,82.1754931259494
55,85748,28.98,36.488899914002495,39.37507373484907
55,67904,61.87,36.488899914002495,39.37507373484907
55,82070,25.06,36.488899914002495,39.37507373484907
56,11611,28.93,44.516432615718706,51.77450121859738
56,58056,50.67,44.516432615718706,51.77450121859738
56,81565,58.84,44.516432615718706,51.77450121859738
57,80705,33.06,63.5638082009906,65.82525602290065
57,79886,57.24,63.5638082009906,65.82525602290065
57,78364,63.72,63.5638082009906,65.82525602290065
58,10967,80.99,23.8852016281614,76.70534748315559
58,91046,41.6,23.8852016281614,76.70534748315559
58,95110,52.84,23.8852016281614,76.70534748315559
59,8962,98.83,12.51130588098791,92.16465477267035
59,16625,14.02,12.51130588098791,92.16465477267035
59,64195,96.86,12.51130588098791,92.16465477267035
60,90328,49.68,86.43446476467041,27.93115069096137
60,83253,37.71,86.43446476467041,27.93115069096137
60,19954,64.91,86.43446476467041,27.93115069096137
61,13961,69.74,98.549605811375,26.14306539559158
61,35962,32.97,98.549605811375,26.14306539559158
61,85857,99.34,98.549605811375,26.14306539559158
62,9455,10.61,64.40055348864682,40.285688117651596
62,47682,62.41,64.40055348864682,40.285688117651596
62,9054,27.97,64.40055348864682,40.285688117651596
63,75523,27.53,24.344902226736565,20.812770582061567
63,7977,36.13,24.344902226736565,20.812770582061567
63,32493,29.0,24.344902226736565,20.812770582061567
64,45221,45.86,54.10550801236018,89.54694760342714
64,57460,59.2,54.10550801236018,89.54694760342714
64,10902,22.96,54.10550801236018,89.54694760342714
65,68903,59.84,24.286199424457976,97.71848673133651
65,39260,51.54,24.286199424457976,97.71848673133651
65,19099,110.09,24.286199424457976,97.71848673133651
66,56104,52.0,25.043817591073058,35.69009654899047
66,54607,82.4,25.043817591073058,35.69009654899047
66,15944,27.48,25.043817591073058,35.69009654899047
67,10953,107.86,85.54191524226485,75.66156448116367
67,97499,54.85,85.54191524226485,75.66156448116367
67,93782,34.17,85.54191524226485,75.66156448116367
68,34401,24.23,55.86353168112136,19.216545699759134
68,59112,87.89,55.86353168112136,19.216545699759134
68,47735,15.97,55.86353168112136,19.216545699759134
69,66852,72.57,68.57089577222041,79.64624309136504
69,88577,58.59,68.57089577222041,79.64624309136504
69,78506,58.73,68.57089577222041,79.64624309136504
70,48728,39.69,66.85643678631693,99.53972173190057
70,79915,13.35,66.85643678631693,99.53972173190057
70,55469,86.15,66.85643678631693,99.53972173190057
71,96642,62.31,77.16944496230215,30.830454479700144
71,59407,61.29,77.16944496230215,30.830454479700144
71,7521,71.91,77.16944496230215,30.830454479700144
72,99829,33.8,55.13605261047486,39.66956170140471
72,6219,58.25,55.13605261047486,39.66956170140471
72,56066,48.93,55.13605261047486,39.66956170140471
73,4801,95.84,99.31994737472941,73.14120126062497
73,41773,69.47,99.31994737472941,73.14120126062497
73,47874,32.99,99.31994737472941,73.14120126062497
74,78391,55.21,28.78309239782372,30.203902588149123
74,69559,58.68,28.78309239782372,30.203902588149123
74,25250,42.45,28.78309239782372,30.203902588149123
75,41440,60.75,45.0823094387716,71.72767643996134
75,37604,38.5,45.0823094387716,71.72767643996134
75,84322,74.45,45.0823094387716,71.72767643996134
76,91279,23.36,59.08808508155122,78.15486788823068
76,93551,44.17,59.08808508155122,78.15486788823068
76,84747,17.94,59.08808508155122,78.15486788823068
77,50294,56.19,69.32075039627371,28.372999918858564
77,44494,71.84,69.32075039627371,28.372999918858564
77,54054,55.16,69.32075039627371,28.372999918858564
78,25231,71.55,86.41419305609642,73.13564374751978
78,23623,44.21,86.41419305609642,73.13564374751978
78,1147,40.76,86.41419305609642,73.13564374751978
79,7240,52.07,4.221515042546575,89.8999805457027
79,97458,90.63,4.221515042546575,89.8999805457027
79,86183,43.16,4.221515042546575,89.8999805457027
80,11559,42.47,4.075113649722583,4.078451082018675
80,91834,76.08,4.075113649722583,4.078451082018675
80,89263,92.66,4.075113649722583,4.078451082018675
81,60117,52.14,56.1470552689638,49.5112346829584
81,71932,25.38,56.1470552689638,49.5112346829584
81,76012,58.45,56.1470552689638,49.5112346829584
82,8622,60.6,67.93583733150534,77.13918903946563
82,39398,59.86,67.93583733150534,77.13918903946563
82,40008,48.69,67.93583733150534,77.13918903946563
83,11567,80.24,0.35769181138988193,2.2303782948933093
83,64316,116.88,0.35769181138988193,2.2303782948933093
83,45303,35.13,0.35769181138988193,2.2303782948933093
84,94502,60.64,9.210266485738906,59.95959813235966
84,12346,90.44,9.210266485738906,59.95959813235966
84,13030,78.65,9.210266485738906,59.95959813235966
85,65614,44.81,52.043682985336346,53.899776992155225
85,38821,49.5,52.043682985336346,53.899776992155225
85,65534,45.73,52.043682985336346,53.899776992155225
86,43258,31.61,56.97954666334096,6.7917087929820426
86,9439,73.07,56.97954666334096,6.7917087929820426
86,82554,58.95,56.97954666334096,6.7917087929820426
87,47498,56.94,48.31177124668275,45.765671118512564
87,88054,60.13,48.31177124668275,45.765671118512564
87,70190,18.57,48.31177124668275,45.765671118512564
88,69015,63.11,23.741966968216243,92.85666250341347
88,21604,45.86,23.741966968216243,92.85666250341347
88,8968,98.2,23.741966968216243,92.85666250341347
89,2213,57.52,26.409250559229303,5.920535461960852
89,75597,81.12,26.409250559229303,5.920535461960852
89,64399,96.73,26.409250559229303,5.920535461960852
90,47429,50.85,74.18579916457325,26.820316658737664
90,94977,63.72,74.18579916457325,26.820316658737664
90,30569,3.75,74.18579916457325,26.820316658737664
91,16368,50.05,97.97868601916076,99.35347621271244
91,12126,93.02,97.97868601916076,99.35347621271244
91,76072,73.76,97.97868601916076,99.35347621271244
92,37659,103.96,16.07295406403596,80.51313000736111
92,74143,71.28,16.07295406403596,80.51313000736111
92,36279,15.6,16.07295406403596,80.51313000736111
93,41232,45.93,56.29691896019925,71.95205803050743
93,1365,2.54,56.29691896019925,71.95205803050743
93,524,40.27,56.29691896019925,71.95205803050743
94,64738,15.74,71.44650215012629,67.20287232394843
94,14210,13.08,71.44650215012629,67.20287232394843
94,50845,46.75,71.44650215012629,67.20287232394843
95,50277,7.67,38.09027644828414,88.55487074229558
95,51924,62.62,38.09027644828414,88.55487074229558
95,99941,17.01,38.09027644828414,88.55487074229558
96,24834,38.79,90.97098443836492,36.2823842874038
96,83401,58.58,90.97098443836492,36.2823842874038
96,13921,36.4,90.97098443836492,36.2823842874038
97,16281,17.93,68.35388255956734,25.78594985437078
97,21919,33.12,68.35388255956734,25.78594985437078
97,89466,85.76,68.35388255956734,25.78594985437078
98,18150,20.04,53.864288278984795,22.029831989736604
98,94436,35.03,53.864288278984795,22.029831989736604
98,11436,49.97,53.864288278984795,22.029831989736604
99,90241,88.51,10.939640620078384,46.002579219814656
99,14692,76.8,10.939640620078384,46.002579219814656
99,41624,2.48,10.939640620078384,46.002579219814656
100,86026,20.3,1.8189372017860417,29.2286179667505
100,42656,9.11,1.8189372017860417,29.2286179667505
100,726,104.39,1.8189372017860417,29.2286179667505
101,8913,19.75,84.10070338061577,34.040632416792214
101,76054,29.97,84.10070338061577,34.040632416792214
101,67111,14.37,84.10070338061577,34.040632416792214
102,97749,55.2,11.281339134915758,42.194168086633766
102,82797,82.68,11.281339134915758,42.194168086633766
102,78433,84.01,11.281339134915758,42.194168086633766
103,47460,32.31,7.68669574874462,11.132798642973663
103,95182,53.57,7.68669574874462,11.132798642973663
103,72283,73.34,7.68669574874462,11.132798642973663
104,97219,32.23,6.6841183013250145,43.39645399209381
104,11778,82.15,6.6841183013250145,43.39645399209381
104,63404,37.26,6.6841183013250145,43.39645399209381
105,13445,31.63,56.45932665119218,60.60771869700162
105,9126,34.21,56.45932665119218,60.60771869700162
105,20506,29.5,56.45932665119218,60.60771869700162
106,43713,70.26,17.709609159395654,2.547317595410026
106,63200,102.73,17.709609159395654,2.547317595410026
106,76420,83.45,17.709609159395654,2.547317595410026
107,92875,40.89,62.19326549441594,90.59844234213581
107,22565,65.9,62.19326549441594,90.59844234213581
107,11380,80.7,62.19326549441594,90.59844234213581
108,4757,67.73,36.0013148829279,81.12666213268021
108,47476,57.49,36.0013148829279,81.12666213268021
108,29399,31.01,36.0013148829279,81.12666213268021
109,92339,32.12,11.529274362846698,64.23815929375445
109,56409,70.06,11.529274362846698,64.23815929375445
109,59114,33.85,11.529274362846698,64.23815929375445
110,88145,112.28,3.0130466103411524,17.74423908323014
110,30895,66.87,3.0130466103411524,17.74423908323014
110,92676,85.46,3.0130466103411524,17.74423908323014
111,7588,80.27,4.658187304887806,25.643100335738445
111,43178,42.79,4.658187304887806,25.643100335738445
111,67595,40.82,4.658187304887806,25.643100335738445
112,80879,94.88,4.942762724338401,44.02457290608258
112,19783,12.39,4.942762724338401,44.02457290608258
112,95998,95.99,4.942762724338401,44.02457290608258
113,7268,42.35,89.40194027206367,12.361818977903017
113,39520,103.16,89.40194027206367,12.361818977903017
113,2424,51.08,89.40194027206367,12.361818977903017
114,83141,49.72,29.810906000453063,15.484467096659893
114,49325,44.45,29.810906000453063,15.484467096659893
114,4874,47.29,29.810906000453063,15.484467096659893
115,23114,18.43,52.086517449012426,26.962813889516234
115,34631,16.74,52.086517449012426,26.962813889516234
115,58230,40.26,52.086517449012426,26.962813889516234
116,1593,88.87,76.80994632593664,85.73039768856333
116,82455,70.77,76.80994632593664,85.73039768856333
116,3116,59.02,76.80994632593664,85.73039768856333
117,48514,63.24,31.457950306154714,24.450512144720914
117,13797,7.82,31.457950306154714,24.450512144720914
117,84433,14.39,31.457950306154714,24.450512144720914
118,29116,93.95,4.292385149057076,82.28611775950736
118,69941,69.75,4.292385149057076,82.28611775950736
118,89898,100.29,4.292385149057076,82.28611775950736
119,22482,18.38,72.98979921721256,34.69826901907508
119,13133,66.16,72.98979921721256,34.69826901907508
119,62534,59.99,72.98979921721256,34.69826901907508
120,28863,40.48,27.01029324133801,26.58914003905859
120,70574,50.14,27.01029324133801,26.58914003905859
120,80145,31.29,27.01029324133801,26.58914003905859
121,35376,111.51,96.97875009252824,96.11523733552215
121,50794,78.56,96.97875009252824,96.11523733552215
121,25090,35.16,96.97875009252824,96.11523733552215
122,27227,68.27,50.10821509417072,75.25971533187804
122,7277,61.7,50.10821509417072,75.25971533187804
122,44817,9.24,50.10821509417072,75.25971533187804
123,87866,23.2,13.349581654659914,87.6401978465219
123,58212,62.59,13.349581654659914,87.6401978465219
123,39410,90.74,13.349581654659914,87.6401978465219
124,55186,15.77,52.16315370439757,61.77144849037182
124,12782,37.95,52.16315370439757,61.77144849037182
124,86721,48.61,52.16315370439757,61.77144849037182
125,43217,42.42,90.63134579764005,24.033516187353833
125,59092,73.8,90.63134579764005,24.033516187353833
125,11182,79.08,90.63134579764005,24.033516187353833
126,69473,105.89,3.193509677680606,83.93001390862355
126,25277,26.81,3.193509677680606,83.93001390862355
126,27260,39.29,3.193509677680606,83.93001390862355
127,86405,54.7,10.04269538450745,40.50163681254249
127,86227,91.57,10.04269538450745,40.50163681254249
127,99799,95.69,10.04269538450745,40.50163681254249
128,60790,40.84,89.43450303811217,40.505877777501766
128,81245,50.49,89.43450303811217,40.505877777501766
128,30995,23.7,89.43450303811217,40.505877777501766
129,94008,54.07,14.482252188155131,79.8186274023203
129,23716,17.93,14.482252188155131,79.8186274023203
129,97612,76.92,14.482252188155131,79.8186274023203
130,69749,81.85,16.267867446704788,5.255486057232817
130,1844,67.77,16.267867446704788,5.255486057232817
130,49652,44.42,16.267867446704788,5.255486057232817
131,9203,101.13,95.80995898278924,12.39096618546921
131,97729,83.68,95.80995898278924,12.39096618546921
131,17740,87.14,95.80995898278924,12.39096618546921
132,96527,45.93,83.07854793313277,18.196001512373496
132,51228,75.95,83.07854793313277,18.196001512373496
132,85317,23.26,83.07854793313277,18.196001512373496
133,49221,65.88,80.67688487483541,91.07171460334033
133,86724,69.57,80.67688487483541,91.07171460334033
133,29959,89.05,80.67688487483541,91.07171460334033
134,45983,54.19,85.56197876697172,72.02651258927555
134,67596,34.59,85.56197876697172,72.02651258927555
134,57355,34.46,85.56197876697172,72.02651258927555
135,7352,18.69,40.941568796393014,2.858806167632688
135,8021,29.22,40.941568796393014,2.858806167632688
135,16414,98.27,40.941568796393014,2.858806167632688
136,1097,64.86,33.02321960952565,94.19044031414728
136,87268,71.78,33.02321960952565,94.19044031414728
136,11724,94.09,33.02321960952565,94.19044031414728
137,71090,48.78,81.00494902046823,63.98321911961191
137,68748,12.65,81.00494902046823,63.98321911961191
137,54066,33.0,81.00494902046823,63.98321911961191
138,98118,87.41,32.00882645431011,20.228298078717323
138,42778,89.94,32.00882645431011,20.228298078717323
138,62854,36.3,32.00882645431011,20.228298078717323
139,66495,44.2,47.839683662157086,69.53425462892243
139,42370,52.0,47.839683662157086,69.53425462892243
139,83483,28.28,47.839683662157086,69.53425462892243
140,17435,72.39,45.11839510542581,73.21484485377465
140,33525,31.52,45.11839510542581,73.21484485377465
140,14049,46.33,45.11839510542581,73.21484485377465
141,31797,47.8,50.58447269244849,1.2853857007699365
141,31980,59.25,50.58447269244849,1.2853857007699365
141,22512,50.89,50.58447269244849,1.2853857007699365
142,19488,63.43,9.890196019313546,80.21348707182754
142,42487,62.86,9.890196019313546,80.21348707182754
142,72694,39.17,9.890196019313546,80.21348707182754
143,20840,54.34,20.393035155800888,66.94727483552609
143,43112,9.93,20.393035155800888,66.94727483552609
143,40851,74.05,20.393035155800888,66.94727483552609
144,71250,28.17,69.07394344119223,83.6039849707776
144,23880,25.34,69.07394344119223,83.6039849707776
144,73646,64.98,69.07394344119223,83.6039849707776
145,51898,39.03,99.2878895263542,81.64003253086639
145,7183,8.51,99.2878895263542,81.64003253086639
145,95759,91.82,99.2878895263542,81.64003253086639
146,93394,32.77,57.291568202372204,65.03380087270665
146,60272,33.65,57.291568202372204,65.03380087270665
146,66958,32.32,57.291568202372204,65.03380087270665
147,51153,29.32,12.586880286610802,58.144416793314015
147,16648,90.56,12.586880286610802,58.144416793314015
147,75479,37.48,12.586880286610802,58.144416793314015
148,7187,67.6,35.9665313158581,20.09266171161691
148,48184,56.57,35.9665313158581,20.09266171161691
148,10375,62.73,35.9665313158581,20.09266171161691
149,39875,76.22,7.356956117515301,45.237502094173834
149,74596,43.01,7.356956117515301,45.237502094173834
149,37240,96.49,7.356956117515301,45.237502094173834
150,29731,23.02,48.93762549394496,34.43936585628505
150,84128,7.82,48.93762549394496,34.43936585628505
150,4248,21.04,48.93762549394496,34.43936585628505
151,31435,46.9,53.622157127919856,85.59382298145663
151,27617,14.04,53.622157127919856,85.59382298145663
151,44043,41.52,53.622157127919856,85.59382298145663
152,12791,15.5,31.744707266104143,33.767160617343826
152,38883,50.47,31.744707266104143,33.767160617343826
152,68602,41.04,31.744707266104143,33.767160617343826
153,68662,21.51,1.280596628657793,83.64250330809615
153,25037,94.18,1.280596628657793,83.64250330809615
153,9025,55.78,1.280596628657793,83.64250330809615
154,74333,27.0,27.582271961758188,25.801098009332367
154,26505,35.17,27.582271961758188,25.801098009332367
154,54356,27.78,27.582271961758188,25.801098009332367
155,75735,55.64,20.650148408514614,76.64514367752588
155,64720,91.5,20.650148408514614,76.64514367752588
155,69610,35.08,20.650148408514614,76.64514367752588
156,78807,29.75,39.498850867747116,89.69636436861231
156,12466,67.91,39.498850867747116,89.69636436861231
156,9073,50.49,39.498850867747116,89.69636436861231
157,15727,67.17,26.71722564718695,29.039090380599518
157,83800,39.06,26.71722564718695,29.039090380599518
157,67434,61.26,26.71722564718695,29.039090380599518
158,69895,30.0,54.547549235112314,91.58718651502151
158,41314,41.77,54.547549235112314,91.58718651502151
158,26073,73.61,54.547549235112314,91.58718651502151
159,398,95.02,80.36917485897361,15.078519352727614
159,90529,47.0,80.36917485897361,15.078519352727614
159,81318,74.51,80.36917485897361,15.078519352727614
160,71158,27.78,90.4777450537215,9.236193785188673
160,57672,53.22,90.4777450537215,9.236193785188673
160,14434,72.79,90.4777450537215,9.236193785188673
161,67907,53.9,23.23508685608804,14.574267625713311
161,32012,30.81,23.23508685608804,14.574267625713311
161,50227,70.85,23.23508685608804,14.574267625713311
162,82900,62.32,85.16090574602168,91.3378462941455
162,90720,30.23,85.16090574602168,91.3378462941455
162,61022,76.94,85.16090574602168,91.3378462941455
163,19875,37.36,4.519914896989086,46.30964313668644
163,40451,33.16,4.519914896989086,46.30964313668644
163,8924,97.54,4.519914896989086,46.30964313668644
164,97358,58.33,77.27491140402365,40.19859529098003
164,51659,27.33,77.27491140402365,40.19859529098003
164,56136,49.97,77.27491140402365,40.19859529098003
165,82980,20.56,69.63217674899612,29.681787604580578
165,97315,33.29,69.63217674899612,29.681787604580578
165,4514,67.23,69.63217674899612,29.681787604580578
166,48512,90.75,38.26910555671436,87.94833938348032
166,71985,47.44,38.26910555671436,87.94833938348032
166,81713,78.33,38.26910555671436,87.94833938348032
167,30565,42.5,84.19869482699711,67.91226962560746
167,1494,55.27,84.19869482699711,67.91226962560746
167,93296,59.36,84.19869482699711,67.91226962560746
168,15807,76.4,3.8002632742883513,79.44757210939184
168,11434,66.15,3.8002632742883513,79.44757210939184
168,20713,49.34,3.8002632742883513,79.44757210939184
169,24688,44.83,25.487042733246025,68.62193839463066
169,5630,81.8,25.487042733246025,68.62193839463066
169,73751,94.09,25.487042733246025,68.62193839463066
170,37489,65.37,97.39284282218254,78.99250618432991
170,21559,18.98,97.39284282218254,78.99250618432991
170,55454,91.66,97.39284282218254,78.99250618432991
171,89142,60.45,41.85811984120992,18.40686671275289
171,23732,53.96,41.85811984120992,18.40686671275289
171,40867,50.15,41.85811984120992,18.40686671275289
172,60740,65.24,21.497396171191607,26.16116394067052
172,41946,59.01,21.497396171191607,26.16116394067052
172,694,84.33,21.497396171191607,26.16116394067052
173,73755,79.57,36.06073223125076,67.18387763819298
173,1551,73.27,36.06073223125076,67.18387763819298
173,82162,11.29,36.06073223125076,67.18387763819298
174,60861,18.47,38.9897516709739,87.05943912573403
174,36592,22.5,38.9897516709739,87.05943912573403
174,50150,85.27,38.9897516709739,87.05943912573403
175,25088,9.73,22.335927060568917,6.710858066715852
175,3444,31.77,22.335927060568917,6.710858066715852
175,93606,48.95,22.335927060568917,6.710858066715852
176,73162,46.65,36.75768112412319,12.415099175736366
176,57495,71.0,36.75768112412319,12.415099175736366
176,56340,18.56,36.75768112412319,12.415099175736366
177,20444,28.04,12.901598485575915,61.40363930809723
177,39966,52.2,12.901598485575915,61.40363930809723
177,41715,66.17,12.901598485575915,61.40363930809723
178,34086,41.21,53.95635733834868,33.731916237000746
178,97761,30.07,53.95635733834868,33.731916237000746
178,5377,64.07,53.95635733834868,33.731916237000746
179,46185,60.22,12.469736106742735,52.332104459816605
179,47759,81.07,12.469736106742735,52.332104459816605
179,75719,46.68,12.469736106742735,52.332104459816605
180,87359,18.45,31.250895577204886,29.914855594706925
180,52506,37.33,31.250895577204886,29.914855594706925
180,54457,47.85,31.250895577204886,29.914855594706925
181,38432,24.0,84.57067460123304,2.6494916215987097
181,26325,43.45,84.57067460123304,2.6494916215987097
181,3361,81.38,84.57067460123304,2.6494916215987097
182,26389,76.09,7.277706002001116,24.596390711992445
182,72033,79.87,7.277706002001116,24.596390711992445
182,32347,3.11,7.277706002001116,24.596390711992445
183,82451,50.74,60.9709830283046,59.759269986581465
183,43451,21.22,60.9709830283046,59.759269986581465
183,44565,37.25,60.9709830283046,59.759269986581465
184,72249,68.87,89.78421688553925,44.04823736454146
184,22792,78.16,89.78421688553925,44.04823736454146
184,11018,40.78,89.78421688553925,44.04823736454146
185,34676,74.93,75.06972032744035,63.20566444536221
185,89839,34.78,75.06972032744035,63.20566444536221
