162,8499,6.75
162,3958,9.28
162,4953,6.7
163,3129,6.56
163,4063,9.57
163,1752,2.22
164,6643,3.12
164,2390,9.93
164,8295,1.05
165,5221,8.62
165,8132,1.0
165,5940,2.34
166,4069,0.72
166,7729,8.45
166,3746,9.81
167,6848,6.35
167,5254,5.73
167,9203,7.86
168,322,9.07
168,4157,5.33
168,4562,5.46
169,553,1.57
169,8152,9.27
169,7514,8.01
170,9604,7.04
170,2369,6.37
170,4051,4.89
171,7509,6.42
171,6496,0.72
171,7477,0.18
172,2296,1.17
172,3071,9.06
172,1009,6.14
173,9481,9.16
173,556,7.67
173,1775,5.92
174,4123,5.16
174,4458,5.53
174,9293,2.32
175,4347,6.94
175,6465,9.41
175,9596,0.36
176,8411,0.26
176,3030,4.68
176,4759,8.13
177,2953,4.31
177,6777,4.4
177,49,9.35
178,8765,2.96
178,5415,3.58
178,6698,4.88
179,9904,1.03
179,1754,5.47
179,1726,4.45
180,6023,2.08
180,142,8.32
180,7572,9.58
181,9867,2.61
181,2374,3.23
181,2474,2.77
182,568,9.96
182,1635,8.78
182,9841,1.07
183,78,8.22
183,4779,6.97
183,4111,7.1
184,9606,3.89
184,8786,2.25
184,6705,1.41
185,727,7.18
185,9932,2.51
185,7668,8.38
186,9779,8.44
186,4368,5.19
186,263,9.06
187,6806,5.49
187,3607,7.63
187,9993,1.52
188,3590,3.8
188,4370,0.33
188,6017,9.88
189,7101,5.92
189,9637,4.73
189,9380,8.93
190,3032,5.7
190,3149,5.01
190,1915,0.56
191,8849,5.4
191,3915,3.84
191,1570,1.97
192,1214,3.15
192,5999,1.66
192,1938,3.51
193,8432,9.31
193,8499,2.97
193,1512,0.89
194,7235,9.3
194,7814,1.65
194,9994,4.37
195,5805,3.78
195,5052,2.67
195,7524,7.49
196,8920,8.42
196,7797,1.64
196,6113,6.52
197,2100,4.04
197,9085,6.66
197,5784,4.54
198,5310,1.1
198,7285,1.97
198,9914,8.53
199,358,4.59
199,7220,5.07
199,1941,8.94
200,4706,6.69
200,7170,3.53
200,5535,6.65
201,2978,5.09
201,1600,8.04
201,7790,1.02
202,4671,6.68
202,9418,6.61
202,5549,5.34
203,171,5.66
203,8123,2.37
203,169,9.88
204,4135,7.18
204,415,6.0
204,7488,0.64
205,1476,1.66
205,5779,9.61
205,3756,4.91
206,144,6.72
206,1093,1.99
206,1602,5.87
207,1290,3.86
207,2184,5.22
207,8414,7.43
208,9199,6.93
208,1846,2.45
208,3513,8.75
209,1426,8.48
209,2681,5.32
209,3578,7.54
210,2350,5.2
210,6646,2.43
210,7798,6.54
211,436,0.29
211,613,6.44
211,5117,7.23
212,6690,2.93
212,1937,9.98
212,4749,3.64
213,8042,4.15
213,5205,3.93
213,1185,4.88
214,5951,9.18
214,7742,5.48
214,8134,6.99
215,7324,4.72
215,8865,1.49
215,8218,2.8
216,4396,4.85
216,6851,7.39
216,8101,1.6
217,890,4.7
217,451,2.71
217,4108,2.93
218,4025,2.12
218,8959,9.51
218,1231,3.16
219,1026,1.67
219,4266,3.28
219,5986,3.32
220,2691,3.28
220,4131,0.66
220,5583,5.58
221,3771,3.55
221,5267,4.34
221,5077,8.3
222,1994,1.9
222,3625,0.65
222,7215,5.31
223,5932,7.46
223,9469,0.48
223,3385,2.85
224,2135,7.54
224,5900,2.07
224,4496,2.07
225,2909,9.11
225,9940,4.1
225,1267,4.37
226,9049,4.76
226,6342,4.48
226,7775,6.81
227,9210,2.13
227,2498,1.14
227,9318,7.87
228,9512,3.98
228,1212,3.79
228,7182,0.14
229,8889,8.53
229,3349,0.57
229,3209,6.61
230,5332,1.18
230,9966,5.59
230,3730,3.76
231,2433,6.77
231,8897,3.72
231,6046,5.94
232,1455,4.39
232,4885,1.29
232,2519,9.64
233,5043,0.65
233,5278,8.64
233,7468,3.79
234,7566,7.45
234,9684,8.01
234,579,3.78
235,7953,1.57
235,6226,5.97
235,5274,2.72
236,7256,5.21
236,6577,5.53
236,8974,7.22
237,719,7.47
237,6247,8.06
237,5038,7.31
238,5580,7.08
238,3335,4.91
238,2470,3.26
239,2555,4.91
239,4130,8.77
239,5247,0.89
240,8606,8.23
240,3948,5.17
240,9136,5.6
241,8620,3.7
241,2675,0.3
241,4393,5.16
242,4792,2.82
242,5539,9.39
242,4321,2.67
243,8554,7.19
243,4699,6.16
243,6711,8.44
244,9348,8.62
244,9874,2.52
244,1436,3.77
245,4123,9.22
245,2433,3.2
245,4831,7.87
246,2891,8.83
246,454,4.72
246,2609,8.46
247,4868,9.53
247,3927,4.41
247,9256,3.56
248,1579,9.39
248,5126,8.74
248,6855,6.46
249,226,7.9
249,8504,7.48
249,6756,6.18
250,2951,8.55
250,7241,0.51
250,9632,7.46
251,6833,5.52
251,3867,2.6
251,1859,9.96
252,5841,4.67
252,3013,9.05
252,5041,8.73
253,8447,1.1
253,961,0.67
253,9752,6.04
254,5041,8.47
254,259,4.08
254,3323,6.32
255,29,1.32
255,4440,5.06
255,8885,9.78
256,9443,5.73
256,9644,1.77
256,329,1.32
257,7993,2.95
257,7651,0.31
257,32,9.23
258,2550,4.63
258,5064,0.5
258,2053,8.82
259,5045,1.05
259,1664,4.22
259,6428,3.36
260,2737,0.77
260,9605,3.35
260,2685,3.33
261,4382,5.72
261,7583,5.64
261,4825,4.14
262,983,0.59
262,3404,9.71
262,4171,5.55
263,1756,1.46
263,1485,8.0
263,9131,1.74
264,5324,7.21
264,2749,0.57
264,2404,1.25
265,2843,1.06
265,9758,9.56
265,9331,4.21
266,4950,1.81
266,4179,8.63
266,409,5.44
267,5582,3.5
267,8931,1.85
267,7996,1.37
268,1057,3.6
268,4758,2.38
268,1014,5.39
269,8157,9.04
269,7399,7.55
269,1496,7.07
270,1639,3.21
270,1933,3.23
270,9329,8.02
271,6901,9.95
271,3861,1.19
271,4301,7.27
272,1303,7.92
272,5535,5.27
272,975,7.23
273,4598,8.67
273,5016,1.78
273,8711,1.38
274,9419,8.01
274,7666,6.73
274,3154,7.19
275,2224,0.37
275,8403,4.81
275,1741,6.33
276,8011,0.12
276,1094,7.1
276,2296,6.0
277,5053,7.16
277,1244,1.14
277,1555,4.12
278,1292,8.59
278,2225,8.85
278,5203,9.21
279,50,3.02
279,4116,3.31
279,8787,8.23
280,1406,4.17
280,5442,1.17
280,7230,9.29
281,1973,0.98
281,7978,2.78
281,958,6.13
282,3820,8.7
282,9108,7.81
282,7774,6.31
283,9654,4.52
283,2752,1.29
283,7816,5.45
284,9327,3.46
284,6209,2.67
284,3896,6.74
285,3858,2.82
285,1850,8.73
285,8126,8.01
286,2261,9.04
286,4263,5.21
286,271,3.2
287,4764,8.54
287,9454,5.19
287,4121,2.57
288,4652,9.31
288,5421,8.93
288,6804,7.18
289,5540,1.11
289,4542,0.75
289,6551,8.49
290,8393,4.18
290,2369,2.0
290,68,0.62
291,5393,2.77
291,9124,0.46
291,1647,1.91
292,1875,7.33
292,8836,4.98
292,7078,4.28
293,9799,0.32
293,6466,2.3
293,2094,2.61
294,8714,6.19
294,9492,9.73
294,4876,5.05
295,7948,9.02
295,7552,0.49
295,5868,8.53
296,4743,6.9
296,176,4.37
296,7051,2.19
297,9907,0.33
297,5676,2.75
297,3228,6.03
298,7172,6.9
298,6905,3.59
298,6233,2.6
299,9441,4.35
299,9695,0.72
299,1251,9.12
300,4704,0.43
300,8025,8.19
300,2210,7.09
301,7169,6.52
301,4287,9.91
301,9055,4.81
302,4851,0.48
302,3587,4.71
302,877,6.01
303,6787,5.35
303,538,4.97
303,1737,1.1
304,7377,5.34
304,3302,5.37
304,619,2.19
305,1328,9.68
305,920,3.7
305,4379,3.91
306,3049,0.42
306,6910,7.08
306,9145,1.83
307,3076,6.59
307,251,5.41
307,621,8.51
308,5053,0.64
308,4777,4.62
308,7277,5.13
309,125,8.55
309,1188,1.1
309,5666,1.66
310,8084,4.82
310,1876,9.28
310,1438,5.11
311,5697,0.18
311,8720,3.23
311,9740,5.48
312,5134,4.07
312,5978,3.56
312,432,0.2
313,9074,2.86
313,1371,1.61
313,1295,6.11
314,2741,8.33
314,9798,5.42
314,6057,9.78
315,3419,4.95
315,352,0.24
315,5326,8.86
316,8428,7.71
316,3642,5.43
316,6033,3.73
317,4640,2.7
317,9087,5.96
317,2812,2.82
318,1402,2.95
318,9312,0.22
318,2302,9.22
319,7903,7.81
319,6031,1.64
319,3767,7.32
320,2654,5.08
320,7050,7.59
320,1691,9.6
321,3504,5.48
321,2119,7.91
321,1086,1.07
322,3685,7.69
322,8939,2.85
322,5856,6.4
323,5515,4.56
323,4295,0.8
323,9885,3.5
324,2557,8.85
324,8011,5.6
324,4233,0.39
325,1118,2.34
325,3535,9.45
325,2838,6.56
326,2978,0.54
326,2135,3.68
326,7067,7.12
327,9291,9.64
327,6585,1.71
327,2203,2.23
328,9041,7.09
328,7248,4.73
328,6381,2.03
329,5983,8.63
329,1353,8.62
329,784,5.4
330,7113,5.97
330,633,4.06
330,2702,8.96
331,6880,3.09
331,8156,3.21
331,3471,3.68
332,3392,6.97
332,5727,8.98
332,3484,5.23
333,7102,6.31
333,6810,6.51
333,6880,4.22
334,9399,8.89
334,4841,7.97
334,2514,0.43
335,613,0.45
335,787,4.62
335,7559,0.24
336,4437,1.67
336,406,8.88
336,2135,7.24
337,6632,6.58
337,2339,3.11
337,5628,5.86
338,2115,3.44
338,6655,3.77
338,4303,5.88
339,300,8.08
339,3621,1.82
339,3553,3.66
340,1264,9.59
340,7176,0.71
340,1465,6.48
341,3829,6.98
341,9850,4.4
341,6779,0.92
342,4911,8.94
342,1577,9.88
342,329,2.91
343,854,4.57
343,3893,4.83
343,9204,7.58
344,1100,3.07
344,6509,4.94
344,2947,0.19
345,6818,1.47
345,7811,0.9
345,368,3.54
346,3381,2.32
346,9919,3.19
346,7182,4.98
347,8297,0.2
347,7106,5.34
347,9295,8.59
348,2672,5.76
348,651,7.66
348,7415,9.44
349,4193,0.25
349,7779,8.38
349,385,4.98
350,8379,1.94
350,9805,1.7
350,602,5.88
351,6546,7.69
351,3402,7.07
351,3735,5.29
352,1299,0.36
352,3366,7.55
352,3327,1.74
353,549,0.8
353,3082,5.08
353,8757,8.82
354,9570,9.54
354,5604,1.39
354,1063,4.75
355,3706,6.01
355,2444,7.95
355,9124,2.61
356,2688,9.79
356,4205,8.61
356,7741,4.04
357,6531,2.04
357,6,7.74
357,6507,2.45
358,2923,9.43
358,3604,1.24
358,1310,3.24
359,9247,0.45
359,7930,4.75
359,8770,5.5
360,8337,5.0
360,7266,7.1
360,4774,8.03
361,2630,0.82
361,925,3.38
361,1675,9.08
362,4372,5.22
362,5404,9.67
362,6364,5.44
363,1929,9.9
363,9351,9.93
363,4932,1.32
364,8903,6.31
364,6550,5.52
364,8018,5.99
365,7297,5.67
365,9000,4.49
365,6168,0.12
366,227,4.04
366,1581,8.5
366,5559,5.47
367,7340,5.35
367,3569,8.93
367,2945,7.93
368,7406,4.68
368,2460,4.72
368,3581,3.94
369,9435,4.57
369,4815,5.69
369,5277,9.59
370,9979,1.47
370,8060,2.21
370,3328,9.88
371,1707,5.52
371,1729,3.77
371,7641,8.7
372,2046,3.68
372,2848,5.29
372,3109,2.36
373,8437,3.54
373,8931,3.74
373,9648,3.03
374,1671,3.0
374,4181,3.52
374,4688,6.97
375,2182,8.03
375,9343,2.78
375,7974,3.38
376,6418,3.86
376,3428,1.98
376,1830,9.75
377,9381,3.0
377,3400,1.83
377,4196,2.31
378,2363,0.89
378,793,3.87
378,5677,2.55
379,4640,5.33
379,947,0.79
379,1615,9.37
380,4233,4.22
380,370,4.54
380,3001,3.71
381,1226,3.9
381,4690,6.3
381,3174,2.55
382,1292,1.13
382,8766,6.72
382,7857,3.41
383,2462,5.02
383,9510,3.18
383,9808,6.43
384,1543,6.58
384,614,7.04
384,255,0.77
385,9288,5.46
385,3105,1.07
385,911,6.97
386,6067,5.35
386,2720,9.19
386,9863,7.16
387,5952,8.94
387,9165,1.2
387,308,5.52
388,627,0.74
388,9797,2.0
388,1733,0.8
389,7844,5.16
389,5780,0.41
389,8613,3.43
390,9255,8.18
390,47,9.57
390,9320,0.35
391,9209,0.11
391,5783,7.83
391,6513,2.1
392,6927,1.4
392,8707,2.75
392,7806,5.62
393,6637,7.79
393,3821,3.45
393,8005,9.62
394,3282,2.64
394,5321,6.05
394,5158,2.0
395,2368,5.29
395,300,9.9
395,8253,4.13
396,3545,7.44
396,5829,9.86
396,5069,4.94
397,262,4.58
397,7990,5.02
397,5716,2.82
398,9297,4.81
398,5555,2.43
398,4179,4.94
399,1755,1.36
399,1380,0.15
399,4567,4.24
400,2622,2.78
400,6099,7.89
400,2754,7.26
401,2758,8.65
401,6516,8.07
401,704,9.88
402,1390,2.33
402,1401,4.88
402,4175,3.88
403,8596,4.5
403,5134,5.48
403,2847,1.54
404,8832,7.17
404,144,1.57
404,6412,3.8
405,7235,8.12
405,1061,8.7
405,3963,9.64
406,2900,5.26
406,950,0.97
406,6714,7.43
407,5045,0.78
407,2200,3.46
407,245,8.35
408,1977,7.73
408,7782,4.06
408,1194,9.16
409,3992,8.52
409,544,2.09
409,269,6.38
410,367,8.75
410,9106,8.94
410,6057,5.54
411,5637,2.41
411,6278,2.61
411,8928,7.48
412,1547,3.32
412,3959,5.34
412,4773,3.97
413,6997,5.05
413,6117,9.5
413,1175,2.82
414,9580,8.3
414,5072,6.95
414,5322,2.19
415,989,7.07
415,6375,0.65
415,9509,3.58
416,3111,6.46
416,8126,4.43
416,4701,6.94
417,3012,5.26
417,6356,6.34
417,9666,3.16
418,317,8.4
418,1210,9.02
418,714,7.93
419,3208,5.67
419,9318,2.37
419,665,3.62
420,5613,8.57
420,4090,2.79
420,6074,1.41
421,9502,5.28
421,8216,8.48
421,5263,4.18
422,3449,3.3
422,3034,0.24
422,9024,5.45
423,6171,9.3
423,3630,9.34
423,792,8.49
424,6785,7.18
424,3480,7.48
424,3946,8.46
425,3062,6.14
425,1289,1.22
425,2284,2.94
426,546,4.67
426,5396,8.88
426,8829,7.35
427,3686,0.96
427,5281,3.07
427,938,2.72
428,173,2.83
428,6848,9.78
428,1619,4.39
429,7568,6.05
429,7245,5.4
429,7807,5.52
430,1379,5.72
430,9614,8.67
430,7291,7.69
431,5906,5.65
431,7682,4.64
431,3540,8.93
432,6917,1.89
432,3765,4.97
432,2315,2.62
433,1669,7.58
433,665,8.28
433,842,7.63
434,2701,3.95
434,2256,7.23
434,3357,9.66
435,2873,8.34
435,9522,1.71
435,7209,2.04
436,9134,3.54
436,3057,0.89
436,7062,7.16
437,8844,4.35
437,384,6.95
437,972,6.33
438,8572,9.85
438,3750,8.21
438,1751,0.34
439,5420,2.43
439,8454,5.67
439,3422,0.42
440,5582,0.5
440,169,1.48
440,7696,9.41
441,6869,9.5
441,4390,5.1
441,4943,8.9
442,878,1.75
442,409,6.61
442,652,3.78
443,7963,6.5
443,8452,8.48
443,2157,5.66
444,9191,2.06
444,3176,9.91
444,9966,4.99
445,2153,2.26
445,5639,6.61
445,8986,6.14
446,7480,9.15
446,2555,4.73
446,7912,6.13
447,5400,3.44
447,1212,8.73
447,4796,4.85
448,7627,2.41
448,9974,5.17
448,2208,1.43
449,3285,0.91
449,4445,8.54
449,8060,0.65
450,8683,1.82
450,2470,4.49
450,1915,4.04
451,7593,2.45
451,5140,2.52
451,7914,9.83
452,6593,1.19
452,7528,3.11
452,8274,7.26
453,2226,2.67
453,9549,9.8
453,1273,1.84
454,7007,4.46
454,5040,2.29
454,8184,8.81
455,6846,0.21
455,5810,7.24
455,1312,9.45
456,5222,2.23
456,6179,4.31
456,4737,4.88
457,3252,7.11
457,3002,7.03
457,9863,8.1
458,2366,1.79
458,8695,9.71
458,130,5.77
459,3917,0.44
459,2318,1.83
459,8618,5.85
460,5863,5.82
460,1255,1.85
460,90,7.67
461,9380,9.73
461,9696,7.02
461,6719,3.62
462,1284,2.57
462,1978,5.15
462,2309,8.3
463,2506,2.99
463,2611,2.37
463,3895,0.41
464,9638,1.12
464,1596,7.43
464,4394,1.92
465,8848,4.65
465,9846,7.15
465,20,7.32
466,8935,8.33
466,285,6.6
466,104,3.32
467,3890,1.1
467,5013,0.44
467,2092,3.58
468,4345,1.31
468,507,9.85
468,6550,6.26
469,7832,4.09
469,5076,0.66
469,3402,9.56
470,8425,9.19
470,6240,2.95
470,459,4.8
471,4395,0.99
471,2947,6.28
471,2939,1.04
472,8817,6.56
472,3920,9.39
472,5634,4.84
473,1558,3.62
473,3997,2.21
473,5650,8.86
474,7543,1.93
474,9477,4.74
474,4006,3.64
475,9252,4.18
475,4417,9.83
475,7172,3.75
476,184,4.37
476,3843,5.61
476,5723,6.34
477,7255,1.64
477,3870,7.38
477,931,6.62
478,1621,0.91
478,9746,5.25
478,2238,9.05
479,2028,1.18
479,7534,9.7
479,3168,6.46
480,1779,4.62
480,9607,0.85
480,6417,5.89
481,5900,7.31
481,7448,2.87
481,2039,0.96
482,694,8.31
482,8463,9.66
482,7918,0.64
483,8587,5.57
483,3642,4.73
483,2108,4.65
484,3605,2.27
484,3275,1.62
484,4306,9.94
485,8005,7.2
485,1898,0.92
485,4547,5.31
486,6293,4.1
486,4487,3.04
486,2902,3.71
487,5136,0.31
487,6068,6.01
487,1069,2.99
488,8790,0.55
488,9460,3.48
488,1080,2.35
489,9664,5.34
489,8788,9.66
489,8891,3.95
490,1463,5.28
490,7954,1.33
490,7944,9.79
491,9921,9.89
491,591,6.69
491,3543,4.01
492,8648,5.38
492,1312,0.6
492,233,2.91
493,3101,6.14
493,6984,4.01
493,7192,9.8
494,7924,8.06
494,6941,2.03
494,3914,0.14
495,2528,2.96
495,2720,9.33
495,3506,3.31
496,1845,4.25
496,182,4.31
496,4517,5.04
497,6780,0.93
497,567,1.24
497,8632,3.86
498,6034,1.37
498,9584,7.9
498,5653,6.26
499,2349,1.62
499,2838,7.61
499,2955,8.48
500,3093,0.3
500,778,6.74
500,6359,0.69
501,2931,2.76
501,419,5.72
501,6699,6.65
502,1867,2.49
502,8855,4.37
502,3782,6.98
503,980,6.94
503,5513,0.74
503,3869,5.23
504,3635,4.53
504,6297,3.34
504,9843,4.15
505,4040,5.72
505,3605,5.43
505,5079,8.83
506,2572,4.53
506,1427,6.92
506,1749,7.35
507,7986,6.99
507,4118,6.97
507,7042,4.99
508,5837,6.66
508,9965,6.49
508,8015,9.58
509,9725,8.33
509,5190,5.35
509,2910,5.6
510,4746,5.81
510,4086,5.77
510,4794,3.2
511,5134,6.88
511,3447,7.74
511,9061,2.43
512,1694,6.95
512,711,1.12
512,4518,0.34
513,9520,4.36
513,8450,1.04
513,352,4.25
514,1411,6.97
514,5054,0.3
514,1079,2.99
515,9921,4.22
515,6735,1.72
515,8154,8.39
516,9964,8.31
516,946,7.27
516,9475,6.5
517,2752,2.17
517,9795,1.44
517,3893,0.83
518,1853,1.35
518,1234,7.0
518,4080,4.53
519,6295,3.2
519,4414,8.65
519,3187,7.73
520,837,5.01
520,97,7.24
520,8770,9.03
521,4854,2.2
521,8380,4.69
521,821,3.07
522,2659,3.28
522,4826,3.41
522,1386,3.99
523,1937,1.16
523,9527,5.83
523,2909,7.07
524,6667,0.45
